Node	Degree	Clustering coefficient	Eccentricity	Average neighbor degree	Degree centrality	Closeness centrality	Betweenness centrality	Harmonic centrality	Load centrality	Subgraph centrality	Mean centrality rank	Module number (greedy modularity)	Z-score (greedy modularity)	P-score (greedy modularity)	Module number (label propagation)	Z-score (label propagation)	P-score (label propagation)
OTU_622	6	0.6	14	27.5	0.0122951	0.217881	0.00280035	141.713	0.00349229	2.30693e+06	397	2	-0.126045	0.5	1	-0.0521227	0.277778
OTU_623	3	1	16	14	0.00614754	0.157731	0	96.8905	0	270956	174	4	-0.0948374	0	0	-0.640107	0
OTU_628	1	0	15	9	0.00204918	0.158444	0	90.4152	0	99.2583	82	2	-0.753749	0	1	-0.809274	0
OTU_630	1	0	17	4	0.00204918	0.139797	0	79.6648	0	17.8629	63	1	-0.437455	0	13	-0.75	0
OTU_635	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	5	16	0	0	28	0	0
OTU_644	1	0	16	7	0.00204918	0.169288	0	101.911	0	18765.8	129	1	-0.437455	0	0	-0.809966	0
OTU_6522	3	1	14	25.3333	0.00614754	0.20423	0	126.023	0	523041	236	2	-0.544514	0.444444	1	-0.430698	0
OTU_6597	2	1	15	13	0.00409836	0.184031	0	111.795	0	164806	203	0	-0.833748	0	0	-0.725036	0
OTU_66	6	0.733333	15	12.6667	0.0122951	0.180244	0.000166783	112.337	0.000175489	33563.9	302	2	0.292424	0	1	0.137165	0
OTU_6608	3	1	15	31	0.00614754	0.199672	0	128.335	0	7.12933e+06	252	0	-0.752063	0	0	-0.640107	0
OTU_664	4	0.666667	15	33.5	0.00819672	0.188993	7.30905e-05	122.379	0.000112006	1.29338e+07	339	0	-0.752063	0.375	0	-0.555177	0
OTU_67	5	0.4	15	13.8	0.0102459	0.196408	0.000650321	124.469	0.000893123	2.94577e+06	361	0	-0.670379	0.32	0	-0.555177	0.32
OTU_677	23	0.612648	14	28.6087	0.0471311	0.219702	0.000944661	149.826	0.00127523	4.90745e+08	437	0	0.881632	0	0	1.05848	0
OTU_68	23	0.596838	14	30.5217	0.0471311	0.221671	0.00351565	151.81	0.00302001	5.27517e+08	450	0	0.881632	0	0	1.05848	0
OTU_681	1	0	14	5	0.00204918	0.103243	0	58.2908	0	2.34133	36	3	-0.791278	0	2	-0.829239	0
OTU_683	1	0	15	63	0.00204918	0.195314	0	124.102	0	548843	192	1	-0.437455	0	5	-0.235702	0
OTU_684	1	0	15	63	0.00204918	0.195314	0	124.102	0	548843	192	1	-0.437455	0	5	-0.235702	0
OTU_685	7	0	15	23.1429	0.0143443	0.204927	0.00407557	137.619	0.0042702	3.17016e+06	407	1	0.514415	0.244898	3	0.451258	0.44898
OTU_689	4	1	15	24.25	0.00819672	0.186727	0	119.379	0	4.40189e+06	237	4	-0.0948374	0.375	0	-0.555177	0
OTU_695	11	0.236364	16	11.4545	0.022541	0.172836	0.00891264	115.354	0.00905248	7.92235e+06	385	4	1.1516	0.46281	0	0.0393298	0
OTU_7	3	0	17	2	0.00614754	0.129988	0.00759922	74.0441	0.00759922	3.18031	240	9	1.33395	0	18	1.41421	0.444444
OTU_70	18	0.418301	15	20.6111	0.0368852	0.191228	0.0120726	131.379	0.0115736	1.29899e+08	436	0	0.228154	0.277778	0	0.633837	0
OTU_7063	4	1	16	11.25	0.00819672	0.167534	0	102.754	0	43147	189	5	-0.619197	0	4	-0.720958	0
OTU_713	6	1	15	28.5	0.0122951	0.186066	0	119.745	0	2.871e+07	254	0	-0.507009	0	0	-0.385318	0
OTU_715	1	0	15	20	0.00204918	0.095462	0	59.4169	0	37.9408	44	3	-0.791278	0	2	-0.829239	0
OTU_716	1	0	17	2	0.00204918	0.131451	0	72.6354	0	1.66865	51	7	-0.924678	0	32	0	0
OTU_72	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	6	24	0	0	41	0	0
OTU_721	1	0	16	22	0.00204918	0.161424	0	96.9735	0	1323.17	101	1	-0.437455	0	3	-0.556747	0
OTU_724	1	0	17	11	0.00204918	0.145757	0	87.535	0	13833.1	91	4	-0.718054	0	0	-0.809966	0
OTU_732	1	0	15	20	0.00204918	0.095462	0	59.4169	0	37.9408	42	3	-0.791278	0	2	-0.829239	0
OTU_740	2	0	14	6.5	0.00409836	0.104345	0.00380382	62.1122	0.00380382	10.5732	212	3	-0.610142	0	31	0	0.5
OTU_741	4	1	14	33.25	0.00819672	0.210571	0	131.693	0	1.48209e+07	277	0	-0.670379	0	0	-0.555177	0
OTU_7423	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	8	21	0	0	37	0	0
OTU_7456	26	0.307692	14	20.9615	0.0532787	0.233747	0.0365994	163.623	0.0363973	1.71007e+08	476	0	0.636578	0.387574	0	0.803696	0.381657
OTU_75	24	0.438406	14	21.75	0.0491803	0.211737	0.00307176	144.653	0.00440946	3.33501e+08	445	0	0.881632	0.0798611	0	1.14341	0
OTU_758	12	0.772727	14	38.8333	0.0245902	0.218447	0.000111988	144.293	0.000124332	2.13701e+08	399	0	-0.0169003	0	0	0.124259	0
OTU_759	1	0	16	5	0.00204918	0.0870622	0	52.2057	0	3.70117	31	3	-0.791278	0	2	-0.829239	0
OTU_761	9	0	15	7.44444	0.0184426	0.195951	0.0208287	127.312	0.0212192	626481	405	1	0.895162	0.197531	0	-0.385318	0.518519
OTU_774	4	0	15	27.5	0.00819672	0.204131	0.00268791	134.339	0.00274125	766105	376	2	-0.544514	0.5	1	-0.619986	0.625
OTU_776	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	8	19	0	0	23	0	0
OTU_7888	9	0.166667	15	10.8889	0.0184426	0.195132	0.00561483	126.749	0.00595733	2.27552e+06	392	2	0.0831897	0.567901	1	-0.0521227	0.567901
OTU_790	1	0	15	15	0.00204918	0.180013	0	108.138	0	32526.2	143	1	-0.437455	0	3	-0.556747	0
OTU_7905	1	0	16	3	0.00204918	0.161673	0	95.1013	0	966.601	95	1	-0.437455	0	20	-0.707107	0
OTU_797	1	0	16	8	0.00204918	0.150021	0	86.1901	0	40.6397	70	2	-0.753749	0	11	-0.515711	0
OTU_799	63	0.0460829	14	10.7302	0.129098	0.247214	0.162142	189.806	0.156808	3.14619e+08	487	1	7.1775	0.505417	5	4.24264	0.774502
OTU_8043	1	0	17	3	0.00204918	0.145154	0	83.6814	0	359.572	72	14	-0.707107	0	22	-0.707107	0
OTU_807	4	1	15	33.5	0.00819672	0.186231	0	118.462	0	1.62938e+07	239	0	-0.670379	0	0	-0.555177	0
OTU_81	48	0.273936	14	19.8333	0.0983607	0.227057	0.0380216	166.26	0.0359182	1.10816e+09	480	0	2.76038	0.0798611	0	3.18172	0
OTU_8100	3	1	17	12.3333	0.00614754	0.142982	0	85.1302	0	707.111	122	5	-0.84339	0	4	-0.949261	0
OTU_8145	4	0	15	27.25	0.00819672	0.199105	0.00615259	129.635	0.00613408	1.30849e+06	384	1	0.133667	0	3	-0.304746	0.625
OTU_8148	2	1	14	10	0.00409836	0.176167	0	101.576	0	6924.11	158	2	-0.544514	0	7	0	0
OTU_817	4	0	15	32	0.00819672	0.200148	0.000847136	130.969	0.000709747	1.39327e+06	362	1	0.133667	0	3	-0.0527444	0.375
OTU_82	1	0	4	4	0.00204918	0.00691598	0	4	0	1.72071	25	8	-1.22474	0	8	-1	0
OTU_83	1	0	15	12	0.00204918	0.175067	0	102.981	0	210111	142	0	-0.915433	0	0	-0.809966	0
OTU_8325	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	1	22	0	0	38	0	0
OTU_8377	1	0	15	51	0.00204918	0.185165	0	115.545	0	1.92621e+06	190	0	-0.915433	0	0	-0.809966	0
OTU_8379	9	0	15	16.4444	0.0184426	0.204528	0.0114254	137.152	0.0112325	1.83404e+06	427	1	1.08554	0	3	0.95526	0.37037
OTU_84	1	0	16	4	0.00204918	0.15477	0	88.7334	0	612.032	83	0	-0.915433	0	0	-0.809966	0
OTU_841	7	0.857143	15	22.1429	0.0143443	0.20246	0.000147291	132.599	0.000143567	9.42326e+06	374	0	-0.425324	0	0	-0.385318	0.244898
OTU_842	2	0	15	37.5	0.00409836	0.198167	0.000636431	127.952	0.00088003	600072	334	1	-0.437455	0.5	1	-0.809274	0.5
OTU_850	1	0	16	30	0.00204918	0.170178	0	105.904	0	938341	154	0	-0.915433	0	0	-0.809966	0
OTU_8598	6	0.4	15	10.5	0.0122951	0.190276	0.000845135	119.975	0.00118681	225700	343	2	0.0831897	0.277778	1	-0.0521227	0.277778
OTU_88	3	0	11	5	0.00614754	0.154656	0.00613997	82.754	0.00619803	5.11083	253	6	-0.079167	0	6	-0.146805	0
OTU_8801	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	8	20	0	0	29	0	0
OTU_8849	1	0	13	4	0.00204918	0.11642	0	60.608	0	1.77715	41	6	-0.976393	0	6	-1.02764	0
OTU_886	3	0.666667	16	9.66667	0.00614754	0.0880834	2.10388e-06	57.8533	2.10388e-06	86.5996	178	3	-0.429006	0	2	-0.472351	0
OTU_8875	1	0	17	9	0.00204918	0.131492	0	74.8057	0	16.1568	58	5	-1.29177	0	4	-1.40587	0
OTU_89	3	0.333333	14	4	0.00614754	0.104242	0.00380382	61.8622	0.00380382	11.1823	223	3	-0.429006	0	2	-0.472351	0
OTU_891	4	0	15	26.75	0.00819672	0.198917	0.004564	129.385	0.00480038	1.30734e+06	383	1	0.133667	0	3	-0.304746	0.625
OTU_892	36	0.031746	14	11.0278	0.0737705	0.236242	0.07105	169.623	0.0714297	8.40327e+07	479	1	4.32189	0.425926	3	3.97927	0.638889
OTU_8943	1	0	14	50	0.00204918	0.205127	0	125.193	0	2.16626e+06	218	0	-0.915433	0	0	-0.809966	0
OTU_8971	2	0	17	4.5	0.00409836	0.154486	2.20785e-05	93.1326	4.50816e-05	948.804	215	1	-0.247081	0	0	-0.725036	0
OTU_911	4	0	15	31.5	0.00819672	0.200338	0.0013205	131.219	0.00112662	1.37963e+06	368	1	0.133667	0	3	-0.0527444	0.375
OTU_9189	1	0	14	12	0.00204918	0.104293	0	61.4456	0	9.77517	46	3	-0.791278	0	2	-0.829239	0
OTU_922	2	0	15	34	0.00409836	0.195677	0.0010805	125.019	0.00118019	559813	329	1	-0.247081	0	17	-0.707107	0.5
OTU_924	8	0.428571	14	26.625	0.0163934	0.21687	0.00333298	140.66	0.00392562	4.03563e+07	425	0	-0.507009	0.375	0	-0.385318	0.375
OTU_93	4	0.333333	15	9	0.00819672	0.185656	0.0038177	114.112	0.00384142	349096	348	0	-0.670379	0	0	-0.555177	0
OTU_940	4	0	16	7.5	0.00819672	0.181489	0.00271372	115.968	0.00327415	248266	332	1	-0.0567071	0.375	0	-0.640107	0.375
OTU_944	8	0.821429	16	11	0.0163934	0.152913	0.00011927	92.8774	0.000289657	6986.08	271	5	0.277571	0	4	0.192255	0
OTU_958	30	0.491954	14	27.5667	0.0614754	0.224512	0.00391495	156.826	0.0038682	7.88513e+08	460	0	1.45343	0	0	1.65299	0
OTU_96	2	0	18	2	0.00409836	0.114176	0.00380382	63.2739	0.00380382	2.2851	210	9	0.242536	0	15	1	0
OTU_961	1	0	15	63	0.00204918	0.195314	0	124.102	0	548843	192	1	-0.437455	0	5	-0.235702	0
OTU_9679	1	0	17	2	0.00204918	0.123425	0	66.5922	0	1.59701	44	10	-0.866025	0	19	-0.707107	0
OTU_9746	1	0	2	2	0.00204918	0.00273224	0	1.5	0	1.58909	20	13	-0.707107	0	21	-0.707107	0
OTU_9779	6	0.133333	15	18.3333	0.0122951	0.204429	0.0108038	135.419	0.011246	921030	409	7	0.271964	0.5	10	0.306186	0.666667
OTU_98	6	0.4	17	3.5	0.0122951	0.0807586	0.0262887	52.4066	0.0262887	14.4358	265	11	1.38976	0	9	0.911322	0.277778
OTU_983	2	0	15	19.5	0.00409836	0.193605	9.04087e-05	120.735	0.000101428	752815	301	1	-0.437455	0.5	3	-0.556747	0.5
OTU_985	5	0.8	14	16	0.0102459	0.18484	4.1646e-05	111.494	4.52899e-05	50007	293	2	0.0831897	0	1	-0.0521227	0
OTU_9905	4	0.166667	15	2.5	0.00819672	0.167935	0.00759922	97.6025	0.00759922	2239.97	304	10	1.73205	0	12	1.73205	0
OTU_9957	11	0.454545	15	31.4545	0.022541	0.210466	0.00972798	143.532	0.00975725	1.05736e+08	447	0	-0.18027	0.165289	0	-0.0455998	0.165289
OTU_999	12	0.924242	14	35.5	0.0245902	0.21856	1.9093e-05	143.01	1.83884e-05	1.9172e+08	391	0	-0.0169003	0	0	0.124259	0
OTU_9994	5	0	16	6	0.0102459	0.176611	0.0021737	111.734	0.00226572	56819	317	1	0.324041	0	0	-0.555177	0.32
