Filename	Method	Submission	GS	AUPR, #1	AUPR, #3	AUPR, #4	AUROC, #1	AUROC, #3	AUROC, #4	PR score, #1	PR score, #3	PR score, #4	ROC score, #1	ROC score, #3	ROC score, #4	Score, #1	Score, #3	Score, #4	Final score
DREAM5_Bayesian6_net1_#53.txt	gs	Bayesian6	old_gs	0.04168903	0.04318897	0.01963919	0.52724133	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#54.txt	gs	Bayesian6	old_gs	0.04363295	0.04318897	0.01963919	0.52765941	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#55.txt	gs	Bayesian6	old_gs	0.04418376	0.04318897	0.01963919	0.52812312	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#56.txt	gs	Bayesian6	old_gs	0.04083098	0.04318897	0.01963919	0.52798684	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#57.txt	gs	Bayesian6	old_gs	0.04261151	0.04318897	0.01963919	0.52841749	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#58.txt	gs	Bayesian6	old_gs	0.04244595	0.04318897	0.01963919	0.52809506	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#59.txt	gs	Bayesian6	old_gs	0.04212013	0.04318897	0.01963919	0.52806743	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#6.txt	gs	Bayesian6	old_gs	0.04201800	0.04318897	0.01963919	0.52776044	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#60.txt	gs	Bayesian6	old_gs	0.04173447	0.04318897	0.01963919	0.52749205	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#61.txt	gs	Bayesian6	old_gs	0.04250239	0.04318897	0.01963919	0.52858642	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#62.txt	gs	Bayesian6	old_gs	0.04409516	0.04318897	0.01963919	0.52670270	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#63.txt	gs	Bayesian6	old_gs	0.04141564	0.04318897	0.01963919	0.52725669	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#64.txt	gs	Bayesian6	old_gs	0.04359331	0.04318897	0.01963919	0.52810375	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#65.txt	gs	Bayesian6	old_gs	0.04281955	0.04318897	0.01963919	0.52842591	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#66.txt	gs	Bayesian6	old_gs	0.04147853	0.04318897	0.01963919	0.52757573	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#67.txt	gs	Bayesian6	old_gs	0.04123479	0.04318897	0.01963919	0.52881480	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#68.txt	gs	Bayesian6	old_gs	0.04435637	0.04318897	0.01963919	0.52699258	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#69.txt	gs	Bayesian6	old_gs	0.04127301	0.04318897	0.01963919	0.52810252	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#7.txt	gs	Bayesian6	old_gs	0.04202215	0.04318897	0.01963919	0.52754913	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#70.txt	gs	Bayesian6	old_gs	0.04263614	0.04318897	0.01963919	0.52875274	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#71.txt	gs	Bayesian6	old_gs	0.04287586	0.04318897	0.01963919	0.52816542	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#72.txt	gs	Bayesian6	old_gs	0.04149199	0.04318897	0.01963919	0.52712634	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#73.txt	gs	Bayesian6	old_gs	0.04239342	0.04318897	0.01963919	0.52526866	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#74.txt	gs	Bayesian6	old_gs	0.04330841	0.04318897	0.01963919	0.52844825	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#75.txt	gs	Bayesian6	old_gs	0.04385398	0.04318897	0.01963919	0.52844929	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#76.txt	gs	Bayesian6	old_gs	0.04384333	0.04318897	0.01963919	0.52772907	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#77.txt	gs	Bayesian6	old_gs	0.04106764	0.04318897	0.01963919	0.52435480	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#78.txt	gs	Bayesian6	old_gs	0.04348389	0.04318897	0.01963919	0.52774841	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#79.txt	gs	Bayesian6	old_gs	0.04309150	0.04318897	0.01963919	0.52900941	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#8.txt	gs	Bayesian6	old_gs	0.04322301	0.04318897	0.01963919	0.52760783	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#80.txt	gs	Bayesian6	old_gs	0.04030729	0.04318897	0.01963919	0.52445936	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#81.txt	gs	Bayesian6	old_gs	0.04320397	0.04318897	0.01963919	0.52868155	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#82.txt	gs	Bayesian6	old_gs	0.04313701	0.04318897	0.01963919	0.52650951	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#83.txt	gs	Bayesian6	old_gs	0.04451274	0.04318897	0.01963919	0.52874805	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#84.txt	gs	Bayesian6	old_gs	0.04284300	0.04318897	0.01963919	0.52707235	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#85.txt	gs	Bayesian6	old_gs	0.04254078	0.04318897	0.01963919	0.52815358	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#86.txt	gs	Bayesian6	old_gs	0.04101278	0.04318897	0.01963919	0.52855016	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#87.txt	gs	Bayesian6	old_gs	0.04232402	0.04318897	0.01963919	0.52792264	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#88.txt	gs	Bayesian6	old_gs	0.04271386	0.04318897	0.01963919	0.52816702	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#89.txt	gs	Bayesian6	old_gs	0.04253002	0.04318897	0.01963919	0.52827384	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#9.txt	gs	Bayesian6	old_gs	0.04500838	0.04318897	0.01963919	0.52786819	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#90.txt	gs	Bayesian6	old_gs	0.04618664	0.04318897	0.01963919	0.52758978	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#91.txt	gs	Bayesian6	old_gs	0.04359694	0.04318897	0.01963919	0.52829871	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#92.txt	gs	Bayesian6	old_gs	0.04520822	0.04318897	0.01963919	0.52860261	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#93.txt	gs	Bayesian6	old_gs	0.04227760	0.04318897	0.01963919	0.52843330	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#94.txt	gs	Bayesian6	old_gs	0.04376798	0.04318897	0.01963919	0.52809104	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#95.txt	gs	Bayesian6	old_gs	0.04310157	0.04318897	0.01963919	0.52837435	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#96.txt	gs	Bayesian6	old_gs	0.04267028	0.04318897	0.01963919	0.52725701	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#97.txt	gs	Bayesian6	old_gs	0.04417240	0.04318897	0.01963919	0.52850682	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#98.txt	gs	Bayesian6	old_gs	0.04358418	0.04318897	0.01963919	0.52515381	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net1_#99.txt	gs	Bayesian6	old_gs	0.04355682	0.04318897	0.01963919	0.52605800	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Bayesian6_net3.txt	gs	Bayesian6	old_gs	0.01383014	0.04318897	0.01963919	0.49223259	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Correlation1_net1.txt	gs	Correlation1	old_gs	0.25411001	0.04318897	0.01963919	0.78390587	0.56682165	0.51236959	60.78424648	0.14810381	0.11006072	60.49850768	0.00152871	0.27625153	60.64137708	0.07481626	0.19315612	20.30311649	
DREAM5_Correlation1_net1_#0.txt	gs	Correlation1	old_gs	0.27065614	0.04318897	0.01963919	0.76628246	0.56682165	0.51236959	78.70157652	0.14810381	0.11006072	40.76267060	0.00152871	0.27625153	59.73212356	0.07481626	0.19315612	20.00003198	
DREAM5_Correlation1_net1_#1.txt	gs	Correlation1	old_gs	0.27067618	0.04318897	0.01963919	0.76616315	0.56682165	0.51236959	78.72459691	0.14810381	0.11006072	40.64262455	0.00152871	0.27625153	59.68361073	0.07481626	0.19315612	19.98386104	
DREAM5_Correlation1_net1_#10.txt	gs	Correlation1	old_gs	0.27610479	0.04318897	0.01963919	0.76732052	0.56682165	0.51236959	85.09638152	0.14810381	0.11006072	41.81113610	0.00152871	0.27625153	63.45375881	0.07481626	0.19315612	21.24057706	
DREAM5_Correlation1_net1_#11.txt	gs	Correlation1	old_gs	0.26668626	0.04318897	0.01963919	0.76782815	0.56682165	0.51236959	74.19728856	0.14810381	0.11006072	42.32035945	0.00152871	0.27625153	58.25882401	0.07481626	0.19315612	19.50893213	
DREAM5_Correlation1_net1_#12.txt	gs	Correlation1	old_gs	0.26893173	0.04318897	0.01963919	0.76776589	0.56682165	0.51236959	76.73414840	0.14810381	0.11006072	42.25907581	0.00152871	0.27625153	59.49661211	0.07481626	0.19315612	19.92152816	
DREAM5_Correlation1_net1_#13.txt	gs	Correlation1	old_gs	0.26981233	0.04318897	0.01963919	0.76745150	0.56682165	0.51236959	77.73769477	0.14810381	0.11006072	41.94321203	0.00152871	0.27625153	59.84045340	0.07481626	0.19315612	20.03614193	
DREAM5_Correlation1_net1_#14.txt	gs	Correlation1	old_gs	0.26837488	0.04318897	0.01963919	0.76716870	0.56682165	0.51236959	76.09885071	0.14810381	0.11006072	41.64889173	0.00152871	0.27625153	58.87387122	0.07481626	0.19315612	19.71394787	
DREAM5_Correlation1_net1_#15.txt	gs	Correlation1	old_gs	0.26696388	0.04318897	0.01963919	0.76823695	0.56682165	0.51236959	74.51071225	0.14810381	0.11006072	42.74042245	0.00152871	0.27625153	58.62556735	0.07481626	0.19315612	19.63117991	
DREAM5_Correlation1_net1_#16.txt	gs	Correlation1	old_gs	0.27051347	0.04318897	0.01963919	0.76555454	0.56682165	0.51236959	78.54052599	0.14810381	0.11006072	40.03536485	0.00152871	0.27625153	59.28794542	0.07481626	0.19315612	19.85197260	
DREAM5_Correlation1_net1_#17.txt	gs	Correlation1	old_gs	0.27232504	0.04318897	0.01963919	0.76636142	0.56682165	0.51236959	80.63512195	0.14810381	0.11006072	40.84280822	0.00152871	0.27625153	60.73896508	0.07481626	0.19315612	20.33564582	
DREAM5_Correlation1_net1_#18.txt	gs	Correlation1	old_gs	0.26913126	0.04318897	0.01963919	0.76613725	0.56682165	0.51236959	76.96166681	0.14810381	0.11006072	40.61264310	0.00152871	0.27625153	58.78715495	0.07481626	0.19315612	19.68504245	
DREAM5_Correlation1_net1_#19.txt	gs	Correlation1	old_gs	0.27007831	0.04318897	0.01963919	0.76771541	0.56682165	0.51236959	78.03541808	0.14810381	0.11006072	42.20804296	0.00152871	0.27625153	60.12173052	0.07481626	0.19315612	20.12990097	
DREAM5_Correlation1_net1_#2.txt	gs	Correlation1	old_gs	0.27558091	0.04318897	0.01963919	0.76502862	0.56682165	0.51236959	84.47569606	0.14810381	0.11006072	39.51177855	0.00152871	0.27625153	61.99373731	0.07481626	0.19315612	20.75390323	
DREAM5_Correlation1_net1_#20.txt	gs	Correlation1	old_gs	0.27713946	0.04318897	0.01963919	0.76711720	0.56682165	0.51236959	86.33237308	0.14810381	0.11006072	41.59826065	0.00152871	0.27625153	63.96531686	0.07481626	0.19315612	21.41109641	
DREAM5_Correlation1_net1_#21.txt	gs	Correlation1	old_gs	0.27038712	0.04318897	0.01963919	0.76735966	0.56682165	0.51236959	78.39112361	0.14810381	0.11006072	41.85175074	0.00152871	0.27625153	60.12143717	0.07481626	0.19315612	20.12980319	
DREAM5_Correlation1_net1_#22.txt	gs	Correlation1	old_gs	0.27344757	0.04318897	0.01963919	0.76799191	0.56682165	0.51236959	81.94472834	0.14810381	0.11006072	42.49425844	0.00152871	0.27625153	62.21949339	0.07481626	0.19315612	20.82915526	
DREAM5_Correlation1_net1_#23.txt	gs	Correlation1	old_gs	0.26879507	0.04318897	0.01963919	0.76655013	0.56682165	0.51236959	76.57508166	0.14810381	0.11006072	41.03347796	0.00152871	0.27625153	58.80427981	0.07481626	0.19315612	19.69075073	
DREAM5_Correlation1_net1_#24.txt	gs	Correlation1	old_gs	0.27038677	0.04318897	0.01963919	0.76677040	0.56682165	0.51236959	78.39112361	0.14810381	0.11006072	41.25485654	0.00152871	0.27625153	59.82299008	0.07481626	0.19315612	20.03032082	
DREAM5_Correlation1_net1_#25.txt	gs	Correlation1	old_gs	0.28611319	0.04318897	0.01963919	0.76240774	0.56682165	0.51236959	97.47692016	0.14810381	0.11006072	36.97844703	0.00152871	0.27625153	67.22768359	0.07481626	0.19315612	22.49855199	
DREAM5_Correlation1_net1_#26.txt	gs	Correlation1	old_gs	0.26862485	0.04318897	0.01963919	0.76782048	0.56682165	0.51236959	76.38214636	0.14810381	0.11006072	42.32035945	0.00152871	0.27625153	59.35125291	0.07481626	0.19315612	19.87307510	
DREAM5_Correlation1_net1_#27.txt	gs	Correlation1	old_gs	0.27169601	0.04318897	0.01963919	0.76792333	0.56682165	0.51236959	79.90300401	0.14810381	0.11006072	42.42260607	0.00152871	0.27625153	61.16280504	0.07481626	0.19315612	20.47692581	
DREAM5_Correlation1_net1_#28.txt	gs	Correlation1	old_gs	0.27289392	0.04318897	0.01963919	0.76685364	0.56682165	0.51236959	81.30032856	0.14810381	0.11006072	41.33551835	0.00152871	0.27625153	61.31792346	0.07481626	0.19315612	20.52863195	
DREAM5_Correlation1_net1_#29.txt	gs	Correlation1	old_gs	0.26748072	0.04318897	0.01963919	0.76804624	0.56682165	0.51236959	75.08325277	0.14810381	0.11006072	42.54547893	0.00152871	0.27625153	58.81436585	0.07481626	0.19315612	19.69411274	
DREAM5_Correlation1_net1_#3.txt	gs	Correlation1	old_gs	0.27130740	0.04318897	0.01963919	0.76759940	0.56682165	0.51236959	79.45142521	0.14810381	0.11006072	42.09588859	0.00152871	0.27625153	60.77365690	0.07481626	0.19315612	20.34720976	
DREAM5_Correlation1_net1_#30.txt	gs	Correlation1	old_gs	0.27103187	0.04318897	0.01963919	0.76725688	0.56682165	0.51236959	79.13952722	0.14810381	0.11006072	41.74011201	0.00152871	0.27625153	60.43981962	0.07481626	0.19315612	20.23593067	
DREAM5_Correlation1_net1_#31.txt	gs	Correlation1	old_gs	0.27038684	0.04318897	0.01963919	0.76703647	0.56682165	0.51236959	78.39112361	0.14810381	0.11006072	41.51732051	0.00152871	0.27625153	59.95422206	0.07481626	0.19315612	20.07406481	
DREAM5_Correlation1_net1_#32.txt	gs	Correlation1	old_gs	0.27025422	0.04318897	0.01963919	0.76782214	0.56682165	0.51236959	78.24186041	0.14810381	0.11006072	42.32035945	0.00152871	0.27625153	60.28110993	0.07481626	0.19315612	20.18302744	
DREAM5_Correlation1_net1_#33.txt	gs	Correlation1	old_gs	0.26858949	0.04318897	0.01963919	0.76812849	0.56682165	0.51236959	76.33678444	0.14810381	0.11006072	42.62750141	0.00152871	0.27625153	59.48214292	0.07481626	0.19315612	19.91670510	
DREAM5_Correlation1_net1_#34.txt	gs	Correlation1	old_gs	0.28055017	0.04318897	0.01963919	0.76474170	0.56682165	0.51236959	90.48648255	0.14810381	0.11006072	39.23667946	0.00152871	0.27625153	64.86158100	0.07481626	0.19315612	21.70985113	
DREAM5_Correlation1_net1_#35.txt	gs	Correlation1	old_gs	0.27594190	0.04318897	0.01963919	0.76389077	0.56682165	0.51236959	84.90516477	0.14810381	0.11006072	38.40795653	0.00152871	0.27625153	61.65656065	0.07481626	0.19315612	20.64151101	
DREAM5_Correlation1_net1_#36.txt	gs	Correlation1	old_gs	0.27260961	0.04318897	0.01963919	0.76526307	0.56682165	0.51236959	80.96155607	0.14810381	0.11006072	39.74840993	0.00152871	0.27625153	60.35498300	0.07481626	0.19315612	20.20765179	
DREAM5_Correlation1_net1_#37.txt	gs	Correlation1	old_gs	0.26801696	0.04318897	0.01963919	0.76710342	0.56682165	0.51236959	75.69181012	0.14810381	0.11006072	41.58813845	0.00152871	0.27625153	58.63997428	0.07481626	0.19315612	19.63598222	
DREAM5_Correlation1_net1_#38.txt	gs	Correlation1	old_gs	0.28286725	0.04318897	0.01963919	0.76477118	0.56682165	0.51236959	93.36724376	0.14810381	0.11006072	39.26610437	0.00152871	0.27625153	66.31667406	0.07481626	0.19315612	22.19488215	
DREAM5_Correlation1_net1_#39.txt	gs	Correlation1	old_gs	0.26918211	0.04318897	0.01963919	0.76666326	0.56682165	0.51236959	77.01859791	0.14810381	0.11006072	41.14408634	0.00152871	0.27625153	59.08134213	0.07481626	0.19315612	19.78310484	
DREAM5_Correlation1_net1_#4.txt	gs	Correlation1	old_gs	0.28435471	0.04318897	0.01963919	0.76210045	0.56682165	0.51236959	95.24063969	0.14810381	0.11006072	36.69419278	0.00152871	0.27625153	65.96741624	0.07481626	0.19315612	22.07846287	
DREAM5_Correlation1_net1_#40.txt	gs	Correlation1	old_gs	0.27333066	0.04318897	0.01963919	0.76764894	0.56682165	0.51236959	81.80391982	0.14810381	0.11006072	42.14684776	0.00152871	0.27625153	61.97538379	0.07481626	0.19315612	20.74778539	
DREAM5_Correlation1_net1_#41.txt	gs	Correlation1	old_gs	0.26887217	0.04318897	0.01963919	0.76650737	0.56682165	0.51236959	76.66595716	0.14810381	0.11006072	40.98325492	0.00152871	0.27625153	58.82460604	0.07481626	0.19315612	19.69752614	
DREAM5_Correlation1_net1_#42.txt	gs	Correlation1	old_gs	0.27512086	0.04318897	0.01963919	0.76725514	0.56682165	0.51236959	83.92848016	0.14810381	0.11006072	41.74011201	0.00152871	0.27625153	62.83429609	0.07481626	0.19315612	21.03408949	
DREAM5_Correlation1_net1_#43.txt	gs	Correlation1	old_gs	0.27230592	0.04318897	0.01963919	0.76779820	0.56682165	0.51236959	80.61182991	0.14810381	0.11006072	42.28971160	0.00152871	0.27625153	61.45077076	0.07481626	0.19315612	20.57291438	
DREAM5_Correlation1_net1_#44.txt	gs	Correlation1	old_gs	0.26849211	0.04318897	0.01963919	0.76863301	0.56682165	0.51236959	76.23476833	0.14810381	0.11006072	43.15241247	0.00152871	0.27625153	59.69359040	0.07481626	0.19315612	19.98718759	
DREAM5_Correlation1_net1_#45.txt	gs	Correlation1	old_gs	0.27054964	0.04318897	0.01963919	0.76770677	0.56682165	0.51236959	78.57502323	0.14810381	0.11006072	42.19784041	0.00152871	0.27625153	60.38643182	0.07481626	0.19315612	20.21813473	
DREAM5_Correlation1_net1_#46.txt	gs	Correlation1	old_gs	0.28271275	0.04318897	0.01963919	0.76391537	0.56682165	0.51236959	93.17965413	0.14810381	0.11006072	38.42734537	0.00152871	0.27625153	65.80349975	0.07481626	0.19315612	22.02382404	
DREAM5_Correlation1_net1_#47.txt	gs	Correlation1	old_gs	0.26910802	0.04318897	0.01963919	0.76827788	0.56682165	0.51236959	76.92751803	0.14810381	0.11006072	42.78152487	0.00152871	0.27625153	59.85452145	0.07481626	0.19315612	20.04083128	
DREAM5_Correlation1_net1_#48.txt	gs	Correlation1	old_gs	0.28306867	0.04318897	0.01963919	0.76424994	0.56682165	0.51236959	93.61764994	0.14810381	0.11006072	38.75777034	0.00152871	0.27625153	66.18771014	0.07481626	0.19315612	22.15189417	
DREAM5_Correlation1_net1_#49.txt	gs	Correlation1	old_gs	0.26928841	0.04318897	0.01963919	0.76846845	0.56682165	0.51236959	77.13252193	0.14810381	0.11006072	42.97705445	0.00152871	0.27625153	60.05478819	0.07481626	0.19315612	20.10758686	
DREAM5_Correlation1_net1_#5.txt	gs	Correlation1	old_gs	0.26835029	0.04318897	0.01963919	0.76598091	0.56682165	0.51236959	76.06488986	0.14810381	0.11006072	40.46291626	0.00152871	0.27625153	58.26390306	0.07481626	0.19315612	19.51062515	
DREAM5_Correlation1_net1_#50.txt	gs	Correlation1	old_gs	0.27141237	0.04318897	0.01963919	0.76758041	0.56682165	0.51236959	79.57866682	0.14810381	0.11006072	42.07551430	0.00152871	0.27625153	60.82709056	0.07481626	0.19315612	20.36502098	
DREAM5_Correlation1_net1_#51.txt	gs	Correlation1	old_gs	0.27439251	0.04318897	0.01963919	0.76506748	0.56682165	0.51236959	83.06364206	0.14810381	0.11006072	39.55116376	0.00152871	0.27625153	61.30740291	0.07481626	0.19315612	20.52512510	
DREAM5_Correlation1_net1_#52.txt	gs	Correlation1	old_gs	0.28116163	0.04318897	0.01963919	0.76424422	0.56682165	0.51236959	91.25202215	0.14810381	0.11006072	38.74802999	0.00152871	0.27625153	65.00002607	0.07481626	0.19315612	21.75599948	
DREAM5_Correlation1_net1_#53.txt	gs	Correlation1	old_gs	0.27709934	0.04318897	0.01963919	0.76446215	0.56682165	0.51236959	86.28421080	0.14810381	0.11006072	38.96262540	0.00152871	0.27625153	62.62341810	0.07481626	0.19315612	20.96379683	
DREAM5_Correlation1_net1_#54.txt	gs	Correlation1	old_gs	0.26970201	0.04318897	0.01963919	0.76619332	0.56682165	0.51236959	77.61190254	0.14810381	0.11006072	40.67261802	0.00152871	0.27625153	59.14226028	0.07481626	0.19315612	19.80341089	
